Month,Avg pm2.5_18,Avg AQI_18,Max pm2.5_18,Max AQI_18,Min pm2.5_18,Min AQI_18,Avg pm2.5_19,Avg AQI_19,Max pm2.5_19,Max AQI_19,Min pm2.5_19,Min AQI_19,Avg pm2.5_20,Avg AQI_20,Max pm2.5_20,Max AQI_20,Min pm2.5_20,Min AQI_20
01,179.46666666666667,231.72,255.0,305.5,117.0,182.7,180.16666666666666,232.1733333333333,248.0,297.6,116.0,182.2,146.0,203.72333333333333,194.0,244.1,70.0,158.5
02,155.78571428571428,210.5357142857143,205.0,255.0,82.0,164.7,153.55555555555554,208.06666666666666,195.0,245.1,78.0,162.6,122.6896551724138,187.77586206896547,184.0,234.2,66.0,156.4
03,142.58064516129033,198.24838709677417,175.0,225.3,95.0,171.4,145.1290322580645,200.27419354838702,185.0,235.2,99.0,173.4,119.87096774193549,184.50967741935477,157.0,207.4,59.0,152.8
04,146.93333333333334,203.30666666666667,227.0,276.8,79.0,163.1,126.0,187.8233333333333,161.0,211.4,65.0,155.9,113.1,180.29999999999998,156.0,206.5,47.0,129.3
05,120.6774193548387,185.45483870967738,166.0,216.4,66.0,156.4,125.51612903225806,187.7838709677419,162.0,212.4,64.0,155.4,118.2258064516129,183.4935483870968,158.0,208.4,72.0,159.5
06,113.44827586206897,181.16896551724133,158.0,208.4,67.0,156.9,111.10344827586206,179.67586206896547,148.0,198.7,57.0,151.8,84.1,165.75000000000003,133.0,191.0,56.0,151.3
07,97.75,172.14583333333334,132.0,190.5,48.0,131.8,102.54166666666667,175.26250000000002,138.0,193.6,74.0,160.5,78.83333333333333,157.3708333333333,145.0,197.2,29.0,86.5
