Month,Avg pm2.5_18,Avg AQI_18,Max pm2.5_18,Max AQI_18,Min pm2.5_18,Min AQI_18,Avg pm2.5_19,Avg AQI_19,Max pm2.5_19,Max AQI_19,Min pm2.5_19,Min AQI_19,Avg pm2.5_20,Avg AQI_20,Max pm2.5_20,Max AQI_20,Min pm2.5_20,Min AQI_20
01,27.466666666666665,84.10000000000001,58.0,152.3,9.0,37.5,25.933333333333334,79.71666666666667,65.0,155.9,9.0,37.5,23.4,75.05666666666666,47.0,129.3,10.0,41.7
02,29.821428571428573,89.375,50.0,136.7,9.0,37.5,37.607142857142854,106.16071428571429,64.0,155.4,23.0,73.9,19.137931034482758,65.07931034482758,40.0,112.1,7.0,29.2
03,41.354838709677416,114.9225806451613,63.0,154.9,20.0,67.6,26.741935483870968,82.04193548387096,46.0,126.9,10.0,41.7,27.258064516129032,83.83870967741937,61.0,153.8,11.0,45.8
04,41.266666666666666,112.82333333333331,74.0,160.5,17.0,61.3,48.63333333333333,122.10999999999999,100.0,174.0,21.0,69.7,18.166666666666668,62.86666666666666,57.0,151.8,8.0,33.3
05,38.516129032258064,108.26129032258062,66.0,156.4,18.0,63.4,30.161290322580644,90.39999999999999,59.0,152.8,13.0,52.9,16.774193548387096,59.33225806451614,29.0,86.5,7.0,29.2
06,22.22222222222222,72.04444444444445,40.0,112.1,9.0,37.5,27.633333333333333,84.30666666666667,61.0,153.8,11.0,45.8,23.866666666666667,75.53666666666666,40.0,112.1,8.0,33.3
07,30.166666666666668,89.85833333333333,53.0,144.1,9.0,37.5,19.416666666666668,65.75,37.0,104.7,9.0,37.5,14.083333333333334,52.04999999999999,27.0,82.3,6.0,25.0
