Month,Avg pm2.5_18,Avg AQI_18,Max pm2.5_18,Max AQI_18,Min pm2.5_18,Min AQI_18,Avg pm2.5_19,Avg AQI_19,Max pm2.5_19,Max AQI_19,Min pm2.5_19,Min AQI_19,Avg pm2.5_20,Avg AQI_20,Max pm2.5_20,Max AQI_20,Min pm2.5_20,Min AQI_20
01,38.3,107.27333333333334,65,155.9,21,69.7,37.0,105.41724137931031,65,155.9,13,52.9,59.43333333333333,124.83999999999997,272,322.3,18,63.4
02,33.07692307692308,95.91923076923075,64,155.4,18,63.4,35.666666666666664,101.96296296296293,65,155.9,19,65.5,34.82142857142857,95.72142857142856,106,177.0,16,59.2
03,30.516129032258064,90.24193548387099,49,134.2,18,63.4,35.2,100.78,68,157.4,17,61.3,23.535714285714285,74.92857142857144,35,99.2,11,45.8
04,44.86666666666667,114.25666666666665,113,180.7,18,63.4,27.185185185185187,82.75555555555556,59,152.8,4,16.7,24.966666666666665,77.80000000000001,44,121.9,4,16.7
05,38.1,104.74666666666668,83,165.2,21,69.7,24.366666666666667,75.82666666666668,69,158.0,8,33.3,26.612903225806452,81.39354838709679,66,156.4,11,45.8
06,42.9,112.98666666666666,104,176.0,14,55.0,29.4,87.48000000000002,71,159.0,15,57.1,36.833333333333336,100.64,120,184.3,11,45.8
07,28.956521739130434,86.07391304347826,67,156.9,9,37.5,24.583333333333332,76.46249999999998,75,161.1,9,37.5,26.782608695652176,82.74347826086958,49,134.2,13,52.9
